marker	old_chr	old_start	old_end	new_chr	new_start	new_end	bin_length	cM_FTC	cM_BEPA	rate_FTC	rate_BEPA	rate_ROESTI	rel_FTC	rel_BEPA	rel_ROESTI	n_crosses	rel_consensus	rel_sd	rank_sd	disagree	concordant	rate_consensus_cMperMb
18_17	17	14123495	14603141	17	19774490	20254136	479647	69.147	101.84	3.8278	1.5136	0	0.9775	0.3083	0	3	0.4286	0.4997	0.3304	0.9713	FALSE	1.3329
29_1	18	1	482259	18	1	482259	482259	0	0	1.1073	0.309	1.0594	0.2828	0.0629	0.3288	3	0.2248	0.1421	0.1531	0.7299	TRUE	0.6991
29_2	18	482260	964518	18	482260	964518	482259	0.534	0.149	2.2135	2.6832	1.0594	0.5652	0.5465	0.3288	3	0.4802	0.1314	0.1205	0.3506	TRUE	1.4934
29_3	18	964519	1446777	18	964519	1446777	482259	2.135	2.588	4.5795	6.2684	1.3729	1.1694	1.2767	0.4261	3	0.9574	0.4632	0.1885	0.7557	FALSE	2.9775
29_4	18	1446778	1929036	18	1446778	1929036	482259	4.951	6.195	7.7956	12.317	3.2194	1.9907	2.5086	0.9991	3	1.8328	0.767	0.1101	0.9023	FALSE	5.7
29_5	18	1929037	2411295	18	1929037	2411295	482259	9.654	14.468	8.71	13.726	3.6989	2.2242	2.7955	1.1479	3	2.0559	0.8366	0.1039	0.8563	FALSE	6.3938
29_6	18	2411296	2893554	18	2411296	2893554	482259	13.352	19.434	5.7956	10.5431	2.981	1.48	2.1473	0.9251	3	1.5175	0.612	0.1003	0.7069	TRUE	4.7194
29_7	18	2893555	3375814	18	2893555	3375814	482260	15.244	24.637	3.4701	8.342	4.5898	0.8861	1.699	1.4243	3	1.3365	0.4135	0.0723	0.523	TRUE	4.1565
29_8	18	3375815	3858074	18	3375815	3858074	482260	16.699	27.48	1.9108	3.9595	1.1025	0.4879	0.8064	0.3421	3	0.5455	0.2374	0.1585	0.5632	TRUE	1.6965
29_9	18	3858075	4340334	18	3858075	4340334	482260	17.087	28.456	0.3608	0.959	0.5551	0.0921	0.1953	0.1723	3	0.1532	0.0542	0.0465	0.0747	TRUE	0.4765
29_10	18	4340335	4822594	18	4340335	4822594	482260	17.047	28.405	0.0103	0.2131	0	0.0026	0.0434	0	3	0.0153	0.0243	0.014	0.0511	TRUE	0.0476
21_1	18	4823595	5317222	18	4823595	5317222	493628	17.077	28.249	0.0692	0.0427	0	0.0177	0.0087	0	3	0.0088	0.0089	0.0156	0.0625	TRUE	0.0274
21_2	18	5317223	5810850	18	5317223	5810850	493628	17.115	28.363	0.3586	0.2583	0.1218	0.0916	0.0526	0.0378	3	0.0607	0.0278	0.0457	0.4261	TRUE	0.1888
21_3	18	5810851	6304478	18	5810851	6304478	493628	17.431	28.504	0.395	0.5004	0.7937	0.1009	0.1019	0.2463	3	0.1497	0.0837	0.0564	0.483	TRUE	0.4656
21_4	18	6304479	6798106	18	6304479	6798106	493628	17.505	28.857	0.7121	0.9927	0.9291	0.1818	0.2022	0.2883	3	0.2241	0.0565	0.0129	0.0172	TRUE	0.697
21_5	18	6798107	7291734	18	6798107	7291734	493628	18.134	29.484	1.6612	1.6541	1.1428	0.4242	0.3369	0.3547	3	0.3719	0.0461	0.0464	0.0284	TRUE	1.1566
21_6	18	7291735	7785362	18	7291735	7785362	493628	19.145	30.49	2.7156	2.0582	1.1443	0.6935	0.4192	0.3551	3	0.4893	0.1798	0.126	0.3851	TRUE	1.5217
21_7	18	7785363	8278990	18	7785363	8278990	493628	20.815	31.516	2.6011	1.3715	1.492	0.6642	0.2793	0.463	3	0.4688	0.1925	0.1294	0.4023	TRUE	1.458
21_8	18	8278991	8772618	18	8278991	8772618	493628	21.713	31.844	1.9387	0.9299	1.6416	0.4951	0.1894	0.5094	3	0.398	0.1808	0.1405	0.5398	TRUE	1.2378
21_9	18	8772619	9266246	18	8772619	9266246	493628	22.729	32.434	1.963	1.7037	1.324	0.5013	0.347	0.4109	3	0.4197	0.0775	0.0491	0.0511	TRUE	1.3053
21_10	18	9266247	9759875	18	9266247	9759875	493629	23.651	33.526	2.6538	3.1035	2.2577	0.6777	0.6321	0.7006	3	0.6701	0.0349	0.0085	0.0057	TRUE	2.084
21_11	18	9759876	10253504	18	9759876	10253504	493629	25.349	35.498	2.4644	3.3861	3.4706	0.6293	0.6896	1.077	3	0.7986	0.243	0.0712	0.2898	TRUE	2.4836
21_12	18	10253505	10747133	18	10253505	10747133	493629	26.084	36.869	2.0734	3.2555	3.5957	0.5295	0.663	1.1159	3	0.7695	0.3074	0.1051	0.517	TRUE	2.3931
21_13	18	10747134	11240762	18	10747134	11240762	493629	27.396	38.712	2.4826	3.5168	3.9727	0.634	0.7163	1.2328	3	0.861	0.3246	0.0849	0.392	TRUE	2.6777
21_14	18	11240763	11734391	18	11240763	11734391	493629	28.535	40.341	2.2203	4.3444	4.0401	0.567	0.8848	1.2538	3	0.9019	0.3437	0.1082	0.5625	TRUE	2.8049
21_15	18	11734392	12228020	18	11734392	12228020	493629	29.588	43.001	2.3204	4.2128	4.3898	0.5925	0.858	1.3623	3	0.9376	0.391	0.1103	0.5739	TRUE	2.9159
32_1	18	12229021	12699229	18	12229021	12699229	470209	30.801	44.455	2.2127	3.3102	2.6464	0.565	0.6742	0.8213	3	0.6868	0.1286	0.0499	0.1552	TRUE	2.1359
32_2	18	12699230	13169438	18	12699230	13169438	470209	31.697	46.156	3.8217	3.8589	2.2132	0.9759	0.7859	0.6868	3	0.8162	0.1469	0.0648	0.2443	TRUE	2.5384
32_3	18	13169439	13639647	18	13169439	13639647	470209	34.395	48.084	7.6349	8.8418	5.5873	1.9496	1.8008	1.7339	3	1.8281	0.1104	0.0116	0.0747	TRUE	5.6854
32_4	18	13639648	14109856	18	13639648	14109856	470209	38.877	54.471	11.8947	14.2192	13.1694	3.0374	2.896	4.0869	3	3.3401	0.6506	0.038	0.608	TRUE	10.3877
32_5	18	14109857	14580065	18	14109857	14580065	470209	45.581	61.456	13.2324	14.8423	11.5726	3.379	3.0229	3.5913	3	3.3311	0.2872	0.0204	0.2273	TRUE	10.3597
32_6	18	14580066	15050274	18	14580066	15050274	470209	51.321	68.429	13.9427	16.0694	10.8281	3.5604	3.2728	3.3603	3	3.3978	0.1474	0.0057	0.0284	TRUE	10.5672
32_7	18	15050275	15520483	18	15050275	15520483	470209	58.693	76.568	13.46	13.695	7.2616	3.4371	2.7892	2.2535	3	2.8266	0.5927	0.0346	0.5284	TRUE	8.7907
32_8	18	15520484	15990693	18	15520484	15990693	470210	63.979	81.308	11.2418	10.0806	4.0181	2.8707	2.0531	1.2469	3	2.0569	0.8119	0.0896	0.8218	FALSE	6.397
85_1	19	1	264824	19	1	264824	264824	0	0	5.4262	3.0171	4.7716	1.3856	0.6145	1.4808	3	1.1603	0.4751	0.119	0.7989	FALSE	3.6085
85_2	19	264825	529649	19	264825	529649	264825	1.437	0.799	6.6398	7.5539	9.7947	1.6955	1.5385	3.0396	3	2.0912	0.8251	0.083	0.7989	FALSE	6.5036
34_1	19	530650	1001021	19	693561	1163932	470372	10.304	11.732	20.7623	18.5882	15.8086	5.3018	3.7858	4.9059	3	4.6645	0.7863	0.0149	0.1477	TRUE	14.5066
34_2	19	1001022	1471393	19	1163933	1634304	470372	20.104	19.134	23.0722	21.1163	11.1582	5.8917	4.3007	3.4627	3	4.5517	1.2338	0.0204	0.2273	TRUE	14.1558
34_3	19	1471394	1941765	19	1634305	2104676	470372	32.009	31.597	19.8566	28.2904	16.815	5.0706	5.7618	5.2182	3	5.3502	0.364	0.0035	0.0057	TRUE	16.6391
34_4	19	1941766	2412137	19	2104677	2575048	470372	38.784	45.748	9.2363	23.1498	7.2519	2.3586	4.7149	2.2505	3	3.108	1.3927	0.0653	0.858	FALSE	9.6659
34_5	19	2412138	2882509	19	2575049	3045420	470372	40.698	53.375	2.9413	10.2089	4.9723	0.7511	2.0792	1.5431	3	1.4578	0.6681	0.1218	0.8218	FALSE	4.5338
34_6	19	2882510	3352881	19	3045421	3515792	470372	41.551	55.352	0.9492	1.4754	2.923	0.2424	0.3005	0.9071	3	0.4833	0.3681	0.1872	0.6954	TRUE	1.5031
34_7	19	3352882	3823253	19	3515793	3986164	470372	41.591	54.763	0.0584	8.5977	0.1077	0.0149	1.7511	0.0334	3	0.5998	0.9971	0.4385	0.9943	FALSE	1.8654
3_1	19	3824254	4321719	19	20115259	20612724	497466	74.265	89.505	1.2905	2.2172	0.3537	0.3295	0.4516	0.1098	3	0.297	0.1732	0.1754	0.6494	TRUE	0.9237
3_2	19	4321720	4819185	19	19617793	20115258	497466	73.623	88.402	2.5429	3.9741	0.3446	0.6494	0.8094	0.1069	3	0.5219	0.3682	0.2871	0.8908	FALSE	1.6231
3_3	19	4819186	5316651	19	19120327	19617792	497466	71.735	85.551	8.4086	10.9133	7.1299	2.1472	2.2227	2.2126	3	2.1942	0.041	0.0108	0.0517	TRUE	6.824
3_4	19	5316652	5814117	19	18622861	19120326	497466	65.257	77.544	11.3244	13.6029	7.1534	2.8918	2.7705	2.2199	3	2.6274	0.3581	0.0184	0.1207	TRUE	8.1712
3_5	19	5814118	6311584	19	18125394	18622860	497467	60.468	72.017	8.5272	8.9936	7.4706	2.1775	1.8317	2.3184	3	2.1092	0.2504	0.0337	0.2414	TRUE	6.5596
3_6	19	6311585	6809051	19	17627927	18125393	497467	56.773	68.596	5.3843	6.6999	5.8527	1.3749	1.3646	1.8163	3	1.5186	0.2579	0.0448	0.2011	TRUE	4.7228
3_7	19	6809052	7306518	19	17130460	17627926	497467		65.351		4.8013	4.0722		0.9779	1.2637	2	1.1208	0.2021	0.0356	0.1092	TRUE	3.4857
3_8	19	7306519	7803985	19	16632993	17130459	497467		63.819		3.3057	3.4844		0.6733	1.0813	2	0.8773	0.2885	0.0754	0.3239	TRUE	2.7284
3_9	19	7803986	8301452	19	16135526	16632992	497467	49.754	62.062	5.7124	1.8273	2.1206	1.4587	0.3722	0.6581	3	0.8297	0.5632	0.1818	0.7216	TRUE	2.5804
3_10	19	8301453	8798919	19	15638059	16135525	497467	45.406	62.001	1.5026	0.4764	1.3144	0.3837	0.097	0.4079	3	0.2962	0.1729	0.167	0.592	TRUE	0.9212
3_11	19	8798920	9296386	19	15140592	15638058	497467	48.259	61.588	0.1397	0.3005	0.1036	0.0357	0.0612	0.0322	3	0.043	0.0158	0.0055	0.017	TRUE	0.1337
3_12	19	9296387	9793853	19	14643125	15140591	497467	45.267	61.702	3.1158	0.1045	0.232	0.7956	0.0213	0.072	3	0.2963	0.4331	0.3317	0.9713	FALSE	0.9215
3_13	19	9793854	10291320	19	14145658	14643124	497467	45.159	61.484	0.0694	0.0332	1.1125	0.0177	0.0068	0.3452	3	0.1232	0.1923	0.1762	0.983	FALSE	0.3832
3_14	19	10291321	10788787	19	13648191	14145657	497467	45.198	61.735	0.0513	0.0503	1.0329	0.0131	0.0102	0.3205	3	0.1146	0.1783	0.1635	0.9602	FALSE	0.3564
3_15	19	10788788	11286254	19	13150724	13648190	497467	45.108	61.534	0.2161	0.3458	0.7531	0.0552	0.0704	0.2337	3	0.1198	0.099	0.0771	0.6761	TRUE	0.3726
3_16	19	11286255	11783721	19	12653257	13150723	497467	45.413	61.391	0.404	0.3478	0.6382	0.1032	0.0708	0.1981	3	0.124	0.0662	0.059	0.5284	TRUE	0.3856
3_17	19	11783722	12281188	19	12155790	12653256	497467	45.51	61.188	0.4332	0.8694	1.9785	0.1106	0.1771	0.614	3	0.3006	0.2735	0.1958	0.7184	TRUE	0.9349
3_18	19	12281189	12778655	19	11658323	12155789	497467	45.844	60.526	0.4543	1.0956	1.3573	0.116	0.2231	0.4212	3	0.2534	0.1548	0.1149	0.408	TRUE	0.7881
3_19	19	12778656	13276122	19	11160856	11658322	497467	45.962	60.098	0.2965	0.392	0.7821	0.0757	0.0798	0.2427	3	0.1327	0.0953	0.0738	0.6534	TRUE	0.4127
3_20	19	13276123	13773589	19	10663389	11160855	497467	46.139	60.136	0.0714	0.1839	0.8888	0.0182	0.0375	0.2758	3	0.1105	0.1435	0.1239	0.8807	FALSE	0.3437
3_21	19	13773590	14271056	19	10165922	10663388	497467	46.033	59.915	0.0633	0.3709	0.9579	0.0162	0.0755	0.2973	3	0.1297	0.1482	0.1273	0.892	FALSE	0.4034
3_22	19	14271057	14768523	19	9668455	10165921	497467	46.076	59.767	0.1126	0.2483	1.0991	0.0288	0.0506	0.3411	3	0.1402	0.1744	0.1558	0.9489	FALSE	0.436
3_23	19	14768524	15265990	19	9170988	9668454	497467	46.145	59.668	0.3096	0.0704	2.9731	0.0791	0.0143	0.9226	3	0.3387	0.5067	0.3406	0.9943	FALSE	1.0534
3_24	19	15265991	15763457	19	8673521	9170987	497467	46.384	59.697	2.372	0.0372	1.2227	0.6057	0.0076	0.3794	3	0.3309	0.302	0.2716	0.9261	FALSE	1.0291
3_25	19	15763458	16260924	19	8176054	8673520	497467	43.785	59.705	2.5007	1.0654	0.4906	0.6386	0.217	0.1523	3	0.336	0.2641	0.2151	0.8352	FALSE	1.045
3_26	19	16260925	16758391	19	7678587	8176053	497467	43.896	58.637	2.97	1.2714	1.4343	0.7584	0.2589	0.4451	3	0.4875	0.2524	0.1585	0.5632	TRUE	1.5161
3_27	19	16758392	17255858	19	7181120	7678586	497467	46.74	58.44	2.5228	1.3498	2.4383	0.6442	0.2749	0.7567	3	0.5586	0.252	0.148	0.7069	TRUE	1.7372
3_28	19	17255859	17753325	19	6683653	7181119	497467	46.406	57.294	0.3136	1.5981	2.81	0.0801	0.3255	0.872	3	0.4259	0.4054	0.252	0.8563	FALSE	1.3245
3_29	19	17753326	18250792	19	6186186	6683652	497467	46.428	56.85	0.6423	1.2604	3.1505	0.164	0.2567	0.9777	3	0.4661	0.4454	0.2367	0.8333	FALSE	1.4496
3_30	19	18250793	18748259	19	5688719	6186185	497467	47.045	56.04	0.4824	1.6303	2.7912	0.1232	0.332	0.8662	3	0.4405	0.3832	0.2184	0.7874	FALSE	1.37
3_31	19	18748260	19245726	19	5191252	5688718	497467	46.908	55.228	5.0496	0.588	2.2494	1.2895	0.1198	0.698	3	0.7024	0.5849	0.3142	0.8908	FALSE	2.1845
3_32	19	19245727	19743193	19	4693785	5191251	497467	42.021	55.455	5.4526	0.0593	1.1588	1.3924	0.0121	0.3596	3	0.588	0.7179	0.3754	0.9368	FALSE	1.8287
3_33	19	19743194	20240660	19	4196318	4693784	497467	41.483	55.169	0.3609	9.409		0.0922	1.9163		2	1.0042	1.2898	0.4839	0.983	FALSE	3.1231
104_1	20	1	207866	20	422922	630787	207866	8.886	5.227	2.5824	2.6836	0.6931	0.6594	0.5466	0.2151	3	0.4737	0.2309	0.2063	0.7529	FALSE	1.4732
104_2	20	207867	415733	20	630788	838654	207867	9.412	6.005	1.5085	1.3543	0.6931	0.3852	0.2758	0.2151	3	0.292	0.0862	0.1053	0.3736	TRUE	0.9081
170_1	20	416734	504417	20	839655	927338	87684	8.348	5.71	6.9906	0.8754	0.6931	1.7851	0.1783	0.2151	3	0.7262	0.9172	0.3578	0.9023	FALSE	2.2585
170_2	20	504418	592102	20	927339	1015023	87685	7.759	5.798	13.0555	16.9746	0.6931	3.3338	3.4572	0.2151	3	2.3354	1.8372	0.4354	0.9713	FALSE	7.2631
143_1	20	593103	713121	20	1321812	1441830	120019	15.208		18.3885		0.6931	4.6957		0.2151	2	2.4554	3.1683	0.5602	0.9943	FALSE	7.6363
143_2	20	713122	833141	20	1441831	1561850	120020	17.577	21.069	15.0651	28.6036	0.6931	3.847	5.8256	0.2151	3	3.2959	2.8456	0.4546	0.9716	FALSE	10.2502
2_1	20	834142	1323189	20	18190498	18679545	489048	74.568	91.57	1.6456	1.5369	0.6931	0.4202	0.313	0.2151	3	0.3161	0.1026	0.1186	0.392	TRUE	0.9831
2_2	20	1323190	1812237	20	17701450	18190497	489048	73.324	90.634	2.3454	3.2573	3.5084	0.5989	0.6634	1.0888	3	0.7837	0.2662	0.085	0.4091	TRUE	2.4373
2_3	20	1812238	2301285	20	17212402	17701449	489048	72.274	88.384	2.4374	4.9872	4.0999	0.6224	1.0157	1.2723	3	0.9701	0.3273	0.0933	0.4375	TRUE	3.017
2_4	20	2301286	2790333	20	16723354	17212401	489048	70.94	85.756	3.2297	7.3817	6.4978	0.8247	1.5034	2.0165	3	1.4482	0.5978	0.1064	0.7184	TRUE	4.5039
2_5	20	2790334	3279381	20	16234306	16723353	489048	69.115	81.164	5.8287	7.3163	7.4952	1.4884	1.4901	2.326	3	1.7682	0.4831	0.0664	0.6034	TRUE	5.4991
2_6	20	3279382	3768429	20	15745258	16234305	489048	65.239	78.6	6.7345	7.2846	3.8247	1.7197	1.4836	1.1869	3	1.4634	0.267	0.0454	0.2126	TRUE	4.5512
2_7	20	3768430	4257477	20	15256210	15745257	489048	62.528	74.039	4.885	8.3744	3.3989	1.2474	1.7056	1.0548	3	1.3359	0.3343	0.0562	0.3966	TRUE	4.1546
2_8	20	4257478	4746525	20	14767162	15256209	489048	60.461	70.409	5.9902	5.8941	5.5735	1.5297	1.2004	1.7296	3	1.4866	0.2672	0.0492	0.2701	TRUE	4.6233
2_9	20	4746526	5235573	20	14278114	14767161	489048	56.669	68.274	4.11	2.5253	3.7445	1.0495	0.5143	1.162	3	0.9086	0.3461	0.1217	0.6193	TRUE	2.8257
2_10	20	5235574	5724621	20	13789066	14278113	489048	56.441	67.939	0.685	1.2166	2.5653	0.1749	0.2478	0.7961	3	0.4063	0.3396	0.1926	0.7557	FALSE	1.2636
2_11	20	5724622	6213669	20	13300018	13789065	489048	55.999	67.084	0.8067	1.0612	2.1817	0.206	0.2161	0.6771	3	0.3664	0.2691	0.1702	0.642	TRUE	1.1395
2_12	20	6213670	6702717	20	12810970	13300017	489048	55.652	66.901	1.3741	0.9815	1.7379	0.3509	0.1999	0.5393	3	0.3634	0.17	0.1125	0.3693	TRUE	1.1302
2_13	20	6702718	7191765	20	12321922	12810969	489048	54.655	66.124	1.189	1.1829	2.9279	0.3036	0.2409	0.9086	3	0.4844	0.3687	0.1917	0.7184	TRUE	1.5065
2_14	20	7191766	7680813	20	11832874	12321921	489048	54.489	65.744	0.3016	0.9345	0.9089	0.077	0.1903	0.2821	3	0.1831	0.1027	0.0729	0.2931	TRUE	0.5694
2_15	20	7680814	8169861	20	11343826	11832873	489048	54.36	65.21	0.2965	0.8588	0.8882	0.0757	0.1749	0.2756	3	0.1754	0.1	0.0698	0.2759	TRUE	0.5455
2_16	20	8169862	8658909	20	10854778	11343825	489048	54.199	64.904	0.3701	0.4897	0.8085	0.0945	0.0997	0.2509	3	0.1484	0.0888	0.0625	0.5625	TRUE	0.4615
2_17	20	8658910	9147957	20	10365730	10854777	489048	53.998	64.731	0.5245	0.091	0.7855	0.1339	0.0185	0.2438	3	0.1321	0.1127	0.1095	0.8466	FALSE	0.4108
2_18	20	9147958	9637005	20	9876682	10365729	489048	53.686	64.815	0.6441	0.3118	0.5927	0.1645	0.0635	0.1839	3	0.1373	0.0646	0.0869	0.75	TRUE	0.427
2_19	20	9637006	10126053	20	9387634	9876681	489048	53.368	64.426	0.364	0.5736	0.5927	0.093	0.1168	0.1839	3	0.1312	0.0471	0.0195	0.108	TRUE	0.408
2_20	20	10126054	10615101	20	8898586	9387633	489048	53.33	64.254	0.1769	0.6145	0.5438	0.0452	0.1252	0.1688	3	0.1131	0.0627	0.0386	0.267	TRUE	0.3517
2_21	20	10615102	11104150	20	8409537	8898585	489049	53.195	63.825	0.1574	0.9191	1.1009	0.0402	0.1872	0.3416	3	0.1897	0.1507	0.125	0.592	TRUE	0.59
2_22	20	11104151	11593199	20	7920488	8409536	489049	53.176	63.355	0.5419	0.4713	1.4111	0.1384	0.096	0.4379	3	0.2241	0.1864	0.1552	0.7529	FALSE	0.697
2_23	20	11593200	12082248	20	7431439	7920487	489049	52.665	63.364	1.2453	0.4764	0.2098	0.318	0.097	0.0651	3	0.16	0.1377	0.1534	0.7414	TRUE	0.4976
2_24	20	12082249	12571297	20	6942390	7431438	489049	51.958	62.889	1.0735	0.637	1.4139	0.2741	0.1297	0.4388	3	0.2809	0.1547	0.1376	0.4943	TRUE	0.8736
2_25	20	12571298	13060346	20	6453341	6942389	489049	51.615	62.741	0.4734	0.7903	1.141	0.1209	0.161	0.3541	3	0.212	0.1247	0.0909	0.431	TRUE	0.6593
2_26	20	13060347	13549395	20	5964292	6453340	489049	51.495	62.116	0.1125	0.959	1.6824	0.0287	0.1953	0.5221	3	0.2487	0.251	0.1965	0.7299	TRUE	0.7735
2_27	20	13549396	14038444	20	5475243	5964291	489049	51.505	61.803	0.0266	0.9314	2.1515	0.0068	0.1897	0.6677	3	0.2881	0.3413	0.2673	0.9023	FALSE	0.896
2_28	20	14038445	14527493	20	4986194	5475242	489049	51.469	61.205	2.2758	1.5315	1.3426	0.5811	0.3119	0.4166	3	0.4365	0.1357	0.0872	0.2471	TRUE	1.3575
2_29	20	14527494	15016542	20	4497145	4986193	489049	49.279	60.305	4.4341	2.3587	2.414	1.1323	0.4804	0.7491	3	0.7873	0.3276	0.1225	0.6307	TRUE	2.4485
2_30	20	15016543	15505591	20	4008096	4497144	489049	47.132	58.898	5.0056	3.9648	4.0459	1.2782	0.8075	1.2556	3	1.1138	0.2655	0.0538	0.3276	TRUE	3.4639
2_31	20	15505592	15994640	20	3519047	4008095	489049	44.383	56.427	6.3606	7.3029	6.8608	1.6242	1.4874	2.1291	3	1.7469	0.338	0.0494	0.454	TRUE	5.4329
2_32	20	15994641	16483689	20	3029998	3519046	489049		51.755		9.5226	6.9197		1.9394	2.1474	2	2.0434	0.1471	0.0283	0.1782	TRUE	6.355
2_33	20	16483690	16972738	20	2540949	3029997	489049	37.8	47.113	11.3479	14.4965	12.5803	2.8978	2.9525	3.904	3	3.2514	0.5658	0.0398	0.6648	TRUE	10.1119
2_34	20	16972739	17461787	20	2051900	2540948	489049	27.734	37.576	16.5433	18.1516	11.0992	4.2245	3.6969	3.4444	3	3.7886	0.3981	0.0105	0.0625	TRUE	11.7825
2_35	20	17461788	17950836	20	1562851	2051899	489049	21.619	29.359	12.7828	20.7744	6.36	3.2642	4.2311	1.9737	3	3.1563	1.1326	0.0693	0.8693	FALSE	9.8161
46_1	20	17951837	18396894	20	18680546	19125603	445058	74.899	92.105	0.0635	1.6504	8.6882	0.0162	0.3361	2.6962	3	1.0162	1.4637	0.4433	0.9716	FALSE	3.1604
46_2	20	18396895	18841953	20	19125604	19570662	445059	74.626	93.077	2.339	2.3626	0.7706	0.5973	0.4812	0.2391	3	0.4392	0.1828	0.1701	0.6494	TRUE	1.3659
46_3	20	18841954	19287012	20	19570663	20015721	445059	76.981	94.208	2.0919	1.6908	0.7495	0.5342	0.3444	0.2326	3	0.3704	0.1525	0.1469	0.608	TRUE	1.1519
46_4	20	19287013	19732071	20	20015722	20460780	445059	76.488	94.582	1.1077	0.8403		0.2829	0.1711		2	0.227	0.0791	0.1056	0.4885	TRUE	0.706
144_2	21	148536	297070	21	1643271	1791805	148535	8.916	2.699	5.691	8.8121	0.1746	1.4532	1.7947	0.0542	3	1.1007	0.9222	0.4113	0.9713	FALSE	3.4232
16_1	21	298071	782104	21	4442219	4926252	484034	11.723		0.0812		0.1746	0.0207		0.0542	2	0.0374	0.0237	0.0243	0.1307	TRUE	0.1163
16_2	21	782105	1266138	21	4926253	5410286	484034	11.64		0.0351		0.1746	0.009		0.0542	2	0.0316	0.032	0.0417	0.3466	TRUE	0.0983
16_3	21	1266139	1750172	21	5410287	5894320	484034	11.689	13.056	0.0878	0.1749	0.1746	0.0224	0.0356	0.0542	3	0.0374	0.016	0.026	0.142	TRUE	0.1163
16_4	21	1750173	2234207	21	5894321	6378355	484035	11.555	12.964	0.063	0.3182	0.0751	0.0161	0.0648	0.0233	3	0.0347	0.0263	0.0168	0.0852	TRUE	0.1079
16_5	21	2234208	2718242	21	6378356	6862390	484035	11.628	13.364	0.9565	1.5515	0.7742	0.2443	0.316	0.2402	3	0.2668	0.0426	0.0737	0.2241	TRUE	0.8297
16_6	21	2718243	3202277	21	6862391	7346425	484035	12.481	14.466	0.0744	1.1983	0.4245	0.019	0.2441	0.1317	3	0.1316	0.1126	0.1224	0.8693	FALSE	0.4093
16_7	21	3202278	3686312	21	7346426	7830460	484035		14.524		0.2872	0.6178		0.0585	0.1917	2	0.1251	0.0942	0.0869	0.75	TRUE	0.3891
16_8	21	3686313	4170347	21	7830461	8314495	484035	11.52	14.744	0.3037	1.1714	0.7934	0.0776	0.2386	0.2462	3	0.1875	0.0952	0.0831	0.3678	TRUE	0.5831
16_9	21	4170348	4654382	21	8314496	8798530	484035	12.922	15.658	2.1796	1.377	0.9608	0.5566	0.2804	0.2982	3	0.3784	0.1546	0.1242	0.4148	TRUE	1.1768
16_10	21	4654383	5138417	21	8798531	9282565	484035	13.63	16.077	1.2892	1.816	1.1918	0.3292	0.3699	0.3698	3	0.3563	0.0235	0.0315	0.017	TRUE	1.1081
16_11	21	5138418	5622452	21	9282566	9766600	484035	14.17	17.416	0.9772	1.8418	0.7467	0.2495	0.3751	0.2317	3	0.2854	0.0782	0.1042	0.3621	TRUE	0.8876
16_12	21	5622453	6106487	21	9766601	10250635	484035	14.576	17.86	3.2353	0.4586	2.1821	0.8262	0.0934	0.6772	3	0.5323	0.3873	0.2955	0.9138	FALSE	1.6555
16_13	21	6106488	6590522	21	10250636	10734670	484035	11.038	17.86	0	0.0134	0.8359	0	0.0027	0.2594	3	0.0874	0.149	0.1373	0.9034	FALSE	0.2718
16_14	21	6590523	7074557	21	10734671	11218705	484035	14.576	17.873	3.6547	0.0547	1.5841	0.9333	0.0111	0.4916	3	0.4787	0.4612	0.3358	0.9943	FALSE	1.4888
16_15	21	7074558	7558592	21	11218706	11702740	484035	14.576	17.913	3.789	0.1901	3.4498	0.9676	0.0387	1.0706	3	0.6923	0.5684	0.3772	0.9483	FALSE	2.1531
16_16	21	7558593	8042627	21	11702741	12186775	484035	10.908	18.057	3.1699	1.0629	2.5447	0.8095	0.2165	0.7897	3	0.6052	0.3368	0.2073	0.8218	FALSE	1.8822
16_17	21	8042628	8526662	21	12186776	12670810	484035		18.942		4.572	4.2402		0.9312	1.3159	2	1.1236	0.272	0.0473	0.2356	TRUE	3.4944
16_18	21	8526663	9010697	21	12670811	13154845	484035	19.179	22.483	8.4939	9.5158	5.0401	2.169	1.9381	1.5641	3	1.8904	0.3053	0.0314	0.2011	TRUE	5.8791
16_19	21	9010698	9494732	21	13154846	13638880	484035	23.242	28.154	8.2992	9.4455	5.8447	2.1193	1.9237	1.8138	3	1.9523	0.1547	0.0155	0.0977	TRUE	6.0717
43_1	21	9495733	9971441	21	13639881	14115589	475709	27.187	31.597	6.6769	8.6861	7.6207	1.705	1.7691	2.365	3	1.9464	0.364	0.0492	0.4425	TRUE	6.0533
43_2	21	9971442	10447150	21	14115590	14591298	475709	29.629	36.463	8.8447	10.127	9.2117	2.2586	2.0625	2.8587	3	2.3933	0.4148	0.0434	0.3966	TRUE	7.4432
43_3	21	10447151	10922859	21	14591299	15067007	475709	35.602	41.232	13.2013	11.239	10.1154	3.3711	2.289	3.1391	3	2.9331	0.5697	0.0468	0.733	TRUE	9.1219
43_4	21	10922860	11398568	21	15067008	15542716	475709	42.189	47.156	12.6942	17.8674	12.5605	3.2416	3.639	3.8979	3	3.5928	0.3306	0.0245	0.2784	TRUE	11.1736
127_1	21	11399569	11532951	21	16438087	16571469	133383	59.725		19.462		9.744	4.9698		3.0239	2	3.9969	1.376	0.0421	0.6989	TRUE	12.4304
127_2	21	11532952	11666335	21	16571470	16704853	133384	62.198	73.745	13.0719	14.4861	7.099	3.338	2.9503	2.203	3	2.8304	0.5769	0.0364	0.5852	TRUE	8.8025
