region_uid	tag	cell	rep	env	method	size_floor	region_id	Chr	from	to	n_markers	n_units	TP	member_markers	member_units	linked_qtn
bgs_V0.5_c1.5_rep4_env10_emmax_simes_region_r1	bgs	V0.5_c1.5	4	10	emmax_simes_region	2	1	Chr1	4111963	5567961	14	1	FALSE	Chr1:4111963;Chr1:4202755;Chr1:4203994;Chr1:4208626;Chr1:4216201;Chr1:4274511;Chr1:4298038;Chr1:4418059;Chr1:4516275;Chr1:4970176;Chr1:4983897;Chr1:4987880;Chr1:5543938;Chr1:5567961	Chr1:4111963	""
bgs_V0.5_c1.5_rep4_env10_emmax_simes_region_r2	bgs	V0.5_c1.5	4	10	emmax_simes_region	2	2	Chr1	19085358	20430494	11	1	FALSE	Chr1:19085358;Chr1:20114989;Chr1:20126141;Chr1:20168106;Chr1:20272922;Chr1:20282619;Chr1:20357180;Chr1:20357490;Chr1:20372755;Chr1:20410807;Chr1:20430494	Chr1:20114989	""
bgs_V0.5_c1.5_rep4_env10_emmax_simes_region_r3	bgs	V0.5_c1.5	4	10	emmax_simes_region	2	3	Chr1	26044425	27210741	96	1	TRUE	Chr1:26044425;Chr1:26049093;Chr1:26065882;Chr1:26096269;Chr1:26131098;Chr1:26141472;Chr1:26148629;Chr1:26153921;Chr1:26176180;Chr1:26185781;Chr1:26219299;Chr1:26240422;Chr1:26245673;Chr1:26247380;Chr1:26272550;Chr1:26304080;Chr1:26305380;Chr1:26313015;Chr1:26318099;Chr1:26338261;Chr1:26341029;Chr1:26344347;Chr1:26351057;Chr1:26377558;Chr1:26411787;Chr1:26442714;Chr1:26480139;Chr1:26497878;Chr1:26512793;Chr1:26534714;Chr1:26560754;Chr1:26569997;Chr1:26600825;Chr1:26609437;Chr1:26671873;Chr1:26686144;Chr1:26696677;Chr1:26709636;Chr1:26711863;Chr1:26712788;Chr1:26725311;Chr1:26731851;Chr1:26735933;Chr1:26736737;Chr1:26740612;Chr1:26747329;Chr1:26767611;Chr1:26776281;Chr1:26792734;Chr1:26839208;Chr1:26841301;Chr1:26847137;Chr1:26868013;Chr1:26869702;Chr1:26871805;Chr1:26877899;Chr1:26878114;Chr1:26883745;Chr1:26887635;Chr1:26888649;Chr1:26898384;Chr1:26906746;Chr1:26915294;Chr1:26916157;Chr1:26920268;Chr1:26924100;Chr1:26934088;Chr1:26948836;Chr1:26957587;Chr1:26957747;Chr1:26958406;Chr1:26967602;Chr1:26986464;Chr1:26991565;Chr1:26995332;Chr1:27013606;Chr1:27047099;Chr1:27077284;Chr1:27095614;Chr1:27100768;Chr1:27102108;Chr1:27126229;Chr1:27142343;Chr1:27145892;Chr1:27149710;Chr1:27161728;Chr1:27162145;Chr1:27163705;Chr1:27173983;Chr1:27176435;Chr1:27183528;Chr1:27184016;Chr1:27194943;Chr1:27200618;Chr1:27203611;Chr1:27210741	Chr1:26991565	Chr1:27173983
bgs_V0.5_c1.5_rep4_env10_emmax_consensus_region_r1	bgs	V0.5_c1.5	4	10	emmax_consensus_region	2	1	Chr1	4111963	5567961	14	1	FALSE	Chr1:4111963;Chr1:4202755;Chr1:4203994;Chr1:4208626;Chr1:4216201;Chr1:4274511;Chr1:4298038;Chr1:4418059;Chr1:4516275;Chr1:4970176;Chr1:4983897;Chr1:4987880;Chr1:5543938;Chr1:5567961	Chr1:4111963	""
bgs_V0.5_c1.5_rep4_env10_lfmm_snp_region_r1	bgs	V0.5_c1.5	4	10	lfmm_snp_region	2	1	Chr1	4111963	5567961	14	1	FALSE	Chr1:4111963;Chr1:4202755;Chr1:4203994;Chr1:4208626;Chr1:4216201;Chr1:4274511;Chr1:4298038;Chr1:4418059;Chr1:4516275;Chr1:4970176;Chr1:4983897;Chr1:4987880;Chr1:5543938;Chr1:5567961	Chr1:4111963	""
bgs_V0.5_c1.5_rep4_env10_lfmm_snp_region_r2	bgs	V0.5_c1.5	4	10	lfmm_snp_region	2	2	Chr1	19085358	20430494	11	1	FALSE	Chr1:19085358;Chr1:20114989;Chr1:20126141;Chr1:20168106;Chr1:20272922;Chr1:20282619;Chr1:20357180;Chr1:20357490;Chr1:20372755;Chr1:20410807;Chr1:20430494	Chr1:20114989	""
bgs_V0.5_c1.5_rep4_env10_lfmm_snp_region_r3	bgs	V0.5_c1.5	4	10	lfmm_snp_region	2	3	Chr1	22610003	24650397	54	1	FALSE	Chr1:22610003;Chr1:22642072;Chr1:22665743;Chr1:22706388;Chr1:22740914;Chr1:22759227;Chr1:22792752;Chr1:22943516;Chr1:22990777;Chr1:23008240;Chr1:23050833;Chr1:23076411;Chr1:23098605;Chr1:23105860;Chr1:23129287;Chr1:23132106;Chr1:23147096;Chr1:23160748;Chr1:23163301;Chr1:23172218;Chr1:23173712;Chr1:23175635;Chr1:23192699;Chr1:23193592;Chr1:23194474;Chr1:23196437;Chr1:23201785;Chr1:23221670;Chr1:23269076;Chr1:23289039;Chr1:23354487;Chr1:23362760;Chr1:23390968;Chr1:23412207;Chr1:23423613;Chr1:23432920;Chr1:23447736;Chr1:23472841;Chr1:23544110;Chr1:23551719;Chr1:23596135;Chr1:23599346;Chr1:23646802;Chr1:23724566;Chr1:23756419;Chr1:24405531;Chr1:24427469;Chr1:24436937;Chr1:24495886;Chr1:24573112;Chr1:24579886;Chr1:24606504;Chr1:24620886;Chr1:24650397	Chr1:22792752	""
bgs_V0.5_c1.5_rep4_env10_lfmm_snp_region_r4	bgs	V0.5_c1.5	4	10	lfmm_snp_region	2	4	Chr1	26044425	27210741	96	1	TRUE	Chr1:26044425;Chr1:26049093;Chr1:26065882;Chr1:26096269;Chr1:26131098;Chr1:26141472;Chr1:26148629;Chr1:26153921;Chr1:26176180;Chr1:26185781;Chr1:26219299;Chr1:26240422;Chr1:26245673;Chr1:26247380;Chr1:26272550;Chr1:26304080;Chr1:26305380;Chr1:26313015;Chr1:26318099;Chr1:26338261;Chr1:26341029;Chr1:26344347;Chr1:26351057;Chr1:26377558;Chr1:26411787;Chr1:26442714;Chr1:26480139;Chr1:26497878;Chr1:26512793;Chr1:26534714;Chr1:26560754;Chr1:26569997;Chr1:26600825;Chr1:26609437;Chr1:26671873;Chr1:26686144;Chr1:26696677;Chr1:26709636;Chr1:26711863;Chr1:26712788;Chr1:26725311;Chr1:26731851;Chr1:26735933;Chr1:26736737;Chr1:26740612;Chr1:26747329;Chr1:26767611;Chr1:26776281;Chr1:26792734;Chr1:26839208;Chr1:26841301;Chr1:26847137;Chr1:26868013;Chr1:26869702;Chr1:26871805;Chr1:26877899;Chr1:26878114;Chr1:26883745;Chr1:26887635;Chr1:26888649;Chr1:26898384;Chr1:26906746;Chr1:26915294;Chr1:26916157;Chr1:26920268;Chr1:26924100;Chr1:26934088;Chr1:26948836;Chr1:26957587;Chr1:26957747;Chr1:26958406;Chr1:26967602;Chr1:26986464;Chr1:26991565;Chr1:26995332;Chr1:27013606;Chr1:27047099;Chr1:27077284;Chr1:27095614;Chr1:27100768;Chr1:27102108;Chr1:27126229;Chr1:27142343;Chr1:27145892;Chr1:27149710;Chr1:27161728;Chr1:27162145;Chr1:27163705;Chr1:27173983;Chr1:27176435;Chr1:27183528;Chr1:27184016;Chr1:27194943;Chr1:27200618;Chr1:27203611;Chr1:27210741	Chr1:26991565	Chr1:27173983
bgs_V0.5_c1.5_rep4_env10_lfmm_snp_region_r5	bgs	V0.5_c1.5	4	10	lfmm_snp_region	2	5	Chr1	27542354	28740103	21	1	FALSE	Chr1:27542354;Chr1:27564283;Chr1:27638099;Chr1:27739834;Chr1:27787132;Chr1:27805729;Chr1:27886986;Chr1:27937991;Chr1:28350177;Chr1:28353538;Chr1:28353837;Chr1:28476989;Chr1:28479831;Chr1:28509495;Chr1:28546251;Chr1:28579433;Chr1:28719963;Chr1:28720564;Chr1:28721116;Chr1:28723398;Chr1:28740103	Chr1:27739834	""
bgs_V0.5_c1.5_rep4_env10_lfmm_snp_region_r6	bgs	V0.5_c1.5	4	10	lfmm_snp_region	2	6	Chr2	30662770	30662770	1	1	FALSE	Chr2:30662770	Chr2:30662770	""
bgs_V0.5_c1.5_rep4_env10_lfmm_simes_region_r1	bgs	V0.5_c1.5	4	10	lfmm_simes_region	2	1	Chr1	4111963	5567961	14	1	FALSE	Chr1:4111963;Chr1:4202755;Chr1:4203994;Chr1:4208626;Chr1:4216201;Chr1:4274511;Chr1:4298038;Chr1:4418059;Chr1:4516275;Chr1:4970176;Chr1:4983897;Chr1:4987880;Chr1:5543938;Chr1:5567961	Chr1:4111963	""
bgs_V0.5_c1.5_rep4_env10_lfmm_simes_region_r2	bgs	V0.5_c1.5	4	10	lfmm_simes_region	2	2	Chr1	19085358	20430494	11	1	FALSE	Chr1:19085358;Chr1:20114989;Chr1:20126141;Chr1:20168106;Chr1:20272922;Chr1:20282619;Chr1:20357180;Chr1:20357490;Chr1:20372755;Chr1:20410807;Chr1:20430494	Chr1:20114989	""
bgs_V0.5_c1.5_rep4_env10_lfmm_simes_region_r3	bgs	V0.5_c1.5	4	10	lfmm_simes_region	2	3	Chr1	26044425	27210741	96	1	TRUE	Chr1:26044425;Chr1:26049093;Chr1:26065882;Chr1:26096269;Chr1:26131098;Chr1:26141472;Chr1:26148629;Chr1:26153921;Chr1:26176180;Chr1:26185781;Chr1:26219299;Chr1:26240422;Chr1:26245673;Chr1:26247380;Chr1:26272550;Chr1:26304080;Chr1:26305380;Chr1:26313015;Chr1:26318099;Chr1:26338261;Chr1:26341029;Chr1:26344347;Chr1:26351057;Chr1:26377558;Chr1:26411787;Chr1:26442714;Chr1:26480139;Chr1:26497878;Chr1:26512793;Chr1:26534714;Chr1:26560754;Chr1:26569997;Chr1:26600825;Chr1:26609437;Chr1:26671873;Chr1:26686144;Chr1:26696677;Chr1:26709636;Chr1:26711863;Chr1:26712788;Chr1:26725311;Chr1:26731851;Chr1:26735933;Chr1:26736737;Chr1:26740612;Chr1:26747329;Chr1:26767611;Chr1:26776281;Chr1:26792734;Chr1:26839208;Chr1:26841301;Chr1:26847137;Chr1:26868013;Chr1:26869702;Chr1:26871805;Chr1:26877899;Chr1:26878114;Chr1:26883745;Chr1:26887635;Chr1:26888649;Chr1:26898384;Chr1:26906746;Chr1:26915294;Chr1:26916157;Chr1:26920268;Chr1:26924100;Chr1:26934088;Chr1:26948836;Chr1:26957587;Chr1:26957747;Chr1:26958406;Chr1:26967602;Chr1:26986464;Chr1:26991565;Chr1:26995332;Chr1:27013606;Chr1:27047099;Chr1:27077284;Chr1:27095614;Chr1:27100768;Chr1:27102108;Chr1:27126229;Chr1:27142343;Chr1:27145892;Chr1:27149710;Chr1:27161728;Chr1:27162145;Chr1:27163705;Chr1:27173983;Chr1:27176435;Chr1:27183528;Chr1:27184016;Chr1:27194943;Chr1:27200618;Chr1:27203611;Chr1:27210741	Chr1:26991565	Chr1:27173983
bgs_V0.5_c1.5_rep5_env1_emmax_snp_region_r1	bgs	V0.5_c1.5	5	1	emmax_snp_region	2	1	Chr1	1921	515800	194	1	TRUE	Chr1:1921;Chr1:5194;Chr1:14983;Chr1:15428;Chr1:16976;Chr1:17395;Chr1:19616;Chr1:21119;Chr1:27091;Chr1:28671;Chr1:32875;Chr1:35287;Chr1:35878;Chr1:40505;Chr1:45096;Chr1:48265;Chr1:49056;Chr1:55028;Chr1:56274;Chr1:56482;Chr1:56517;Chr1:58425;Chr1:66190;Chr1:68851;Chr1:74746;Chr1:77316;Chr1:81599;Chr1:85320;Chr1:87007;Chr1:88486;Chr1:90229;Chr1:94221;Chr1:96167;Chr1:97718;Chr1:101277;Chr1:107193;Chr1:113580;Chr1:114650;Chr1:121505;Chr1:122010;Chr1:123015;Chr1:123333;Chr1:126087;Chr1:128230;Chr1:135241;Chr1:144225;Chr1:146113;Chr1:147075;Chr1:147294;Chr1:148677;Chr1:149798;Chr1:149813;Chr1:151731;Chr1:156518;Chr1:159164;Chr1:159349;Chr1:159710;Chr1:162663;Chr1:163661;Chr1:167686;Chr1:168750;Chr1:170862;Chr1:172734;Chr1:172966;Chr1:174027;Chr1:174555;Chr1:180663;Chr1:180690;Chr1:181262;Chr1:184520;Chr1:184881;Chr1:187216;Chr1:187346;Chr1:188367;Chr1:190414;Chr1:191635;Chr1:193079;Chr1:193675;Chr1:194651;Chr1:194728;Chr1:205022;Chr1:206215;Chr1:210102;Chr1:213042;Chr1:214576;Chr1:214637;Chr1:215571;Chr1:220536;Chr1:220661;Chr1:224374;Chr1:228875;Chr1:232242;Chr1:237740;Chr1:251237;Chr1:254783;Chr1:254977;Chr1:259449;Chr1:259639;Chr1:262604;Chr1:264262;Chr1:270384;Chr1:273810;Chr1:274731;Chr1:278732;Chr1:278748;Chr1:284436;Chr1:285404;Chr1:290705;Chr1:301343;Chr1:301813;Chr1:306526;Chr1:307056;Chr1:312061;Chr1:312345;Chr1:312511;Chr1:312816;Chr1:314504;Chr1:314637;Chr1:319891;Chr1:320054;Chr1:332762;Chr1:334795;Chr1:335580;Chr1:338458;Chr1:338856;Chr1:341054;Chr1:341352;Chr1:345592;Chr1:347823;Chr1:349825;Chr1:353549;Chr1:360491;Chr1:363556;Chr1:363655;Chr1:364663;Chr1:369666;Chr1:372966;Chr1:374079;Chr1:376303;Chr1:376369;Chr1:384072;Chr1:385708;Chr1:386297;Chr1:388504;Chr1:390177;Chr1:392659;Chr1:399756;Chr1:400440;Chr1:402786;Chr1:405110;Chr1:405959;Chr1:408947;Chr1:410724;Chr1:413114;Chr1:415597;Chr1:416224;Chr1:416508;Chr1:416613;Chr1:424044;Chr1:426810;Chr1:429253;Chr1:431017;Chr1:431782;Chr1:432183;Chr1:435217;Chr1:437970;Chr1:441278;Chr1:441753;Chr1:442851;Chr1:443140;Chr1:446212;Chr1:449301;Chr1:451166;Chr1:451575;Chr1:456623;Chr1:458812;Chr1:463346;Chr1:467032;Chr1:472689;Chr1:474054;Chr1:476093;Chr1:477667;Chr1:481115;Chr1:482866;Chr1:483689;Chr1:487567;Chr1:488755;Chr1:493004;Chr1:493271;Chr1:499584;Chr1:506933;Chr1:512722;Chr1:515330;Chr1:515800	Chr1:1921	Chr1:102416;Chr1:249667
bgs_V0.5_c1.5_rep5_env1_emmax_snp_region_r2	bgs	V0.5_c1.5	5	1	emmax_snp_region	2	2	Chr1	1113882	1148087	9	1	TRUE	Chr1:1113882;Chr1:1121662;Chr1:1123523;Chr1:1130524;Chr1:1131662;Chr1:1136390;Chr1:1146171;Chr1:1147743;Chr1:1148087	Chr1:1130524	Chr1:1136390
bgs_V0.5_c1.5_rep5_env1_emmax_snp_region_r3	bgs	V0.5_c1.5	5	1	emmax_snp_region	2	3	Chr1	1359270	1366799	2	1	FALSE	Chr1:1359270;Chr1:1366799	Chr1:1359270	""
bgs_V0.5_c1.5_rep5_env1_emmax_snp_region_r4	bgs	V0.5_c1.5	5	1	emmax_snp_region	2	4	Chr1	4630794	4630794	1	1	FALSE	Chr1:4630794	Chr1:4630794	""
bgs_V0.5_c1.5_rep5_env1_emmax_snp_region_r5	bgs	V0.5_c1.5	5	1	emmax_snp_region	2	5	Chr1	7229590	7237275	3	1	FALSE	Chr1:7229590;Chr1:7235063;Chr1:7237275	Chr1:7229590	""
bgs_V0.5_c1.5_rep5_env1_emmax_snp_region_r6	bgs	V0.5_c1.5	5	1	emmax_snp_region	2	6	Chr1	9728062	9730081	2	1	FALSE	Chr1:9728062;Chr1:9730081	Chr1:9728062	""
bgs_V0.5_c1.5_rep5_env1_emmax_snp_region_r7	bgs	V0.5_c1.5	5	1	emmax_snp_region	2	7	Chr2	510099	569137	11	1	FALSE	Chr2:510099;Chr2:512148;Chr2:514275;Chr2:519097;Chr2:521735;Chr2:523068;Chr2:529703;Chr2:558849;Chr2:567206;Chr2:568529;Chr2:569137	Chr2:519097	""
bgs_V0.5_c1.5_rep5_env1_emmax_snp_region_r8	bgs	V0.5_c1.5	5	1	emmax_snp_region	2	8	Chr2	9723325	9723325	1	1	FALSE	Chr2:9723325	Chr2:9723325	""
bgs_V0.5_c1.5_rep5_env2_emmax_snp_region_r1	bgs	V0.5_c1.5	5	2	emmax_snp_region	2	1	Chr1	9391316	10076330	8	1	TRUE	Chr1:9391316;Chr1:9393056;Chr1:9397525;Chr1:9403323;Chr1:9412110;Chr1:9413713;Chr1:9502794;Chr1:10076330	Chr1:9397525	Chr1:9393056
bgs_V0.5_c1.5_rep5_env2_emmax_snp_region_r2	bgs	V0.5_c1.5	5	2	emmax_snp_region	2	2	Chr1	10197476	10197688	2	1	FALSE	Chr1:10197476;Chr1:10197688	Chr1:10197476	""
bgs_V0.5_c1.5_rep5_env2_emmax_snp_region_r3	bgs	V0.5_c1.5	5	2	emmax_snp_region	2	3	Chr2	11900345	11908894	2	1	FALSE	Chr2:11900345;Chr2:11908894	Chr2:11900345	""
bgs_V0.5_c1.5_rep5_env2_emmax_simes_region_r1	bgs	V0.5_c1.5	5	2	emmax_simes_region	2	1	Chr1	9391316	10076330	8	1	TRUE	Chr1:9391316;Chr1:9393056;Chr1:9397525;Chr1:9403323;Chr1:9412110;Chr1:9413713;Chr1:9502794;Chr1:10076330	Chr1:9397525	Chr1:9393056
bgs_V0.5_c1.5_rep5_env2_emmax_simes_region_r2	bgs	V0.5_c1.5	5	2	emmax_simes_region	2	2	Chr1	10197476	10197688	2	1	FALSE	Chr1:10197476;Chr1:10197688	Chr1:10197476	""
bgs_V0.5_c1.5_rep5_env2_emmax_simes_region_r3	bgs	V0.5_c1.5	5	2	emmax_simes_region	2	3	Chr2	8039935	8041304	2	1	FALSE	Chr2:8039935;Chr2:8041304	Chr2:8039935	""
bgs_V0.5_c1.5_rep5_env2_emmax_simes_region_r4	bgs	V0.5_c1.5	5	2	emmax_simes_region	2	4	Chr2	11900345	11908894	2	1	FALSE	Chr2:11900345;Chr2:11908894	Chr2:11900345	""
bgs_V0.5_c1.5_rep5_env2_emmax_consensus_region_r1	bgs	V0.5_c1.5	5	2	emmax_consensus_region	2	1	Chr1	766289	1003261	6	1	FALSE	Chr1:766289;Chr1:771221;Chr1:978198;Chr1:986366;Chr1:996170;Chr1:1003261	Chr1:978198	""
bgs_V0.5_c1.5_rep5_env2_emmax_consensus_region_r2	bgs	V0.5_c1.5	5	2	emmax_consensus_region	2	2	Chr1	6698094	6855774	3	1	FALSE	Chr1:6698094;Chr1:6769492;Chr1:6855774	Chr1:6769492	""
bgs_V0.5_c1.5_rep5_env2_emmax_consensus_region_r3	bgs	V0.5_c1.5	5	2	emmax_consensus_region	2	3	Chr1	9310995	10076330	14	3	TRUE	Chr1:9310995;Chr1:9319703;Chr1:9391316;Chr1:9393056;Chr1:9397525;Chr1:9403323;Chr1:9412110;Chr1:9413713;Chr1:9502794;Chr1:10076330;Chr1:9896498;Chr1:9902242;Chr1:9903079;Chr1:9903373	Chr1:9310995;Chr1:9397525;Chr1:9903079	Chr1:9393056
bgs_V0.5_c1.5_rep5_env2_emmax_consensus_region_r4	bgs	V0.5_c1.5	5	2	emmax_consensus_region	2	4	Chr1	10197476	10197688	2	1	FALSE	Chr1:10197476;Chr1:10197688	Chr1:10197476	""
bgs_V0.5_c1.5_rep5_env2_emmax_consensus_region_r5	bgs	V0.5_c1.5	5	2	emmax_consensus_region	2	5	Chr2	4023977	4032915	4	1	FALSE	Chr2:4023977;Chr2:4027278;Chr2:4031515;Chr2:4032915	Chr2:4027278	""
bgs_V0.5_c1.5_rep5_env2_emmax_consensus_region_r6	bgs	V0.5_c1.5	5	2	emmax_consensus_region	2	6	Chr2	7639061	7930205	6	1	FALSE	Chr2:7639061;Chr2:7889429;Chr2:7889676;Chr2:7895816;Chr2:7928389;Chr2:7930205	Chr2:7889429	""
bgs_V0.5_c1.5_rep5_env2_emmax_consensus_region_r7	bgs	V0.5_c1.5	5	2	emmax_consensus_region	2	7	Chr2	8039935	8041304	2	1	FALSE	Chr2:8039935;Chr2:8041304	Chr2:8039935	""
bgs_V0.5_c1.5_rep5_env2_emmax_consensus_region_r8	bgs	V0.5_c1.5	5	2	emmax_consensus_region	2	8	Chr2	11900345	11908894	2	1	FALSE	Chr2:11900345;Chr2:11908894	Chr2:11900345	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r2	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	2	Chr1	150	551643	211	2	TRUE	Chr1:150;Chr1:4740;Chr1:11210;Chr1:17978;Chr1:24772;Chr1:25659;Chr1:26184;Chr1:26527;Chr1:29600;Chr1:30055;Chr1:32782;Chr1:37806;Chr1:39368;Chr1:40020;Chr1:41077;Chr1:42733;Chr1:48890;Chr1:57534;Chr1:67125;Chr1:70027;Chr1:80386;Chr1:83036;Chr1:83421;Chr1:85504;Chr1:91111;Chr1:91521;Chr1:95703;Chr1:97593;Chr1:97962;Chr1:102416;Chr1:109920;Chr1:115853;Chr1:118818;Chr1:124012;Chr1:125950;Chr1:128232;Chr1:129459;Chr1:131744;Chr1:139816;Chr1:142664;Chr1:144282;Chr1:145889;Chr1:149828;Chr1:155216;Chr1:155364;Chr1:156902;Chr1:158321;Chr1:159048;Chr1:160173;Chr1:163985;Chr1:169506;Chr1:171493;Chr1:175375;Chr1:176611;Chr1:178223;Chr1:181071;Chr1:181074;Chr1:181843;Chr1:185302;Chr1:187163;Chr1:193051;Chr1:195221;Chr1:196287;Chr1:196712;Chr1:197013;Chr1:200989;Chr1:202508;Chr1:205505;Chr1:207873;Chr1:208158;Chr1:210301;Chr1:210412;Chr1:213237;Chr1:214814;Chr1:216056;Chr1:217094;Chr1:217617;Chr1:219936;Chr1:222645;Chr1:225592;Chr1:231852;Chr1:232386;Chr1:232797;Chr1:240256;Chr1:240749;Chr1:243301;Chr1:250789;Chr1:253563;Chr1:255702;Chr1:256712;Chr1:258038;Chr1:261781;Chr1:262691;Chr1:265183;Chr1:267309;Chr1:268418;Chr1:269230;Chr1:270456;Chr1:271025;Chr1:272192;Chr1:274751;Chr1:274971;Chr1:275375;Chr1:275712;Chr1:277222;Chr1:278870;Chr1:279885;Chr1:279964;Chr1:283166;Chr1:286147;Chr1:286764;Chr1:296482;Chr1:300940;Chr1:302033;Chr1:304091;Chr1:306363;Chr1:306690;Chr1:307069;Chr1:307625;Chr1:310062;Chr1:312889;Chr1:314189;Chr1:314199;Chr1:315374;Chr1:315518;Chr1:316179;Chr1:318827;Chr1:321422;Chr1:324203;Chr1:326224;Chr1:329042;Chr1:330397;Chr1:337836;Chr1:338461;Chr1:342366;Chr1:344023;Chr1:351017;Chr1:352164;Chr1:352878;Chr1:355293;Chr1:356646;Chr1:356789;Chr1:359697;Chr1:362841;Chr1:363826;Chr1:373862;Chr1:382115;Chr1:383013;Chr1:384570;Chr1:386464;Chr1:391827;Chr1:398581;Chr1:401224;Chr1:403546;Chr1:410733;Chr1:413100;Chr1:414400;Chr1:415027;Chr1:419686;Chr1:420760;Chr1:423261;Chr1:425416;Chr1:427374;Chr1:430796;Chr1:432115;Chr1:432382;Chr1:432580;Chr1:435409;Chr1:436147;Chr1:438020;Chr1:441166;Chr1:444714;Chr1:446212;Chr1:453776;Chr1:459635;Chr1:460989;Chr1:462252;Chr1:462799;Chr1:471777;Chr1:472998;Chr1:474401;Chr1:479510;Chr1:484793;Chr1:485096;Chr1:485516;Chr1:488126;Chr1:492976;Chr1:496684;Chr1:500917;Chr1:503776;Chr1:503860;Chr1:507796;Chr1:508472;Chr1:509222;Chr1:513923;Chr1:516618;Chr1:525445;Chr1:528584;Chr1:533027;Chr1:533922;Chr1:534177;Chr1:535365;Chr1:539431;Chr1:539977;Chr1:540502;Chr1:543317;Chr1:547609;Chr1:548488;Chr1:549234;Chr1:550085;Chr1:551643	Chr1:150;Chr1:508472	Chr1:533027
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r3	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	3	Chr1	94196	560689	2	1	FALSE	Chr1:94196;Chr1:560689	Chr1:94196	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r1	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	1	Chr1	304684	304684	1	1	FALSE	Chr1:304684	Chr1:304684	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r6	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	6	Chr1	1120180	1120180	1	1	FALSE	Chr1:1120180	Chr1:1120180	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r4	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	4	Chr1	1249670	1263113	4	1	FALSE	Chr1:1249670;Chr1:1252105;Chr1:1260357;Chr1:1263113	Chr1:1252105	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r5	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	5	Chr1	1513814	1923833	3	1	FALSE	Chr1:1513814;Chr1:1904791;Chr1:1923833	Chr1:1904791	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r7	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	7	Chr1	4261223	4388461	16	1	FALSE	Chr1:4261223;Chr1:4266972;Chr1:4347103;Chr1:4348052;Chr1:4352254;Chr1:4357373;Chr1:4358602;Chr1:4360428;Chr1:4360446;Chr1:4361327;Chr1:4364699;Chr1:4367629;Chr1:4375841;Chr1:4385254;Chr1:4388155;Chr1:4388461	Chr1:4360428	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r8	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	8	Chr1	6013164	6247871	10	1	FALSE	Chr1:6013164;Chr1:6018886;Chr1:6019709;Chr1:6049614;Chr1:6050975;Chr1:6052804;Chr1:6078230;Chr1:6085775;Chr1:6237015;Chr1:6247871	Chr1:6013164	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r9	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	9	Chr1	6188305	6641351	40	1	FALSE	Chr1:6188305;Chr1:6454641;Chr1:6461570;Chr1:6465296;Chr1:6473037;Chr1:6474751;Chr1:6479200;Chr1:6481651;Chr1:6482053;Chr1:6486349;Chr1:6491057;Chr1:6491587;Chr1:6491904;Chr1:6505533;Chr1:6512961;Chr1:6515005;Chr1:6517815;Chr1:6524805;Chr1:6533211;Chr1:6544960;Chr1:6549149;Chr1:6557928;Chr1:6561534;Chr1:6565388;Chr1:6577350;Chr1:6577845;Chr1:6585161;Chr1:6586610;Chr1:6592343;Chr1:6593805;Chr1:6593951;Chr1:6599102;Chr1:6604559;Chr1:6623418;Chr1:6626652;Chr1:6627546;Chr1:6630654;Chr1:6632656;Chr1:6639175;Chr1:6641351	Chr1:6524805	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r10	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	10	Chr1	7670963	7709076	3	1	FALSE	Chr1:7670963;Chr1:7705205;Chr1:7709076	Chr1:7670963	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r11	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	11	Chr1	7772506	7805995	7	1	FALSE	Chr1:7772506;Chr1:7774540;Chr1:7787469;Chr1:7797282;Chr1:7802252;Chr1:7803326;Chr1:7805995	Chr1:7805995	""
bgs_V0.5_c1.5_rep5_env2_lfmm_snp_region_r12	bgs	V0.5_c1.5	5	2	lfmm_snp_region	2	12	Chr1	7972255	8013838	8	1	FALSE	Chr1:7972255;Chr1:7973749;Chr1:7979010;Chr1:7990588;Chr1:7997947;Chr1:7999857;Chr1:8011332;Chr1:8013838	Chr1:7997947	""
